id	PositiveTail 1	PositiveTail 2	PositiveTail 3	PositiveTail 4	PositiveTail 5	PositiveTail 6	PositiveTail 7	PositiveTail 8	PositiveTail 9	PositiveTail 10
29250867-29250867_analysis_1	0	0	0	0	0	0	0	0	0	0
29250867-29250867_analysis_10	0	0	0	0	0	0	0	0	0	0
29250867-29250867_analysis_2	1	0	0	0	0	0	0	0	0	0
29250867-29250867_analysis_3	0	0	1	0	0	0	0	0	0	0
29250867-29250867_analysis_4	2	0	0	0	1	0	0	0	0	0
29250867-29250867_analysis_5	0	0	0	0	0	0	0	0	0	0
29250867-29250867_analysis_6	0	0	0	0	0	0	0	0	0	0
29250867-29250867_analysis_7	0	0	0	0	0	0	0	0	0	0
29250867-29250867_analysis_8	2	0	1	0	0	0	0	0	0	0
29250867-29250867_analysis_9	0	0	0	0	0	0	0	0	0	0
29265483-29265483_analysis_0	11	1	3	0	1	0	0	0	0	0
29265483-29265483_analysis_1	7	0	0	0	0	0	0	0	0	0
29265483-29265483_analysis_2	0	3	3	0	0	0	0	0	0	0
29265483-29265483_analysis_3	1	0	1	0	0	0	0	0	0	0
29324862-29324862_analysis_0	6	0	1	0	0	0	0	0	0	0
29324862-29324862_analysis_1	1	0	1	0	0	0	0	0	0	0
29324862-29324862_analysis_2	7	0	1	0	0	0	0	0	0	0
29324862-29324862_analysis_3	3	0	1	0	0	0	0	0	0	0
29324862-29324862_analysis_4	1	0	1	0	0	0	0	0	0	0
29324862-29324862_analysis_5	0	0	0	0	0	0	0	0	0	0
29324862-29324862_analysis_6	1	0	0	0	0	0	0	0	0	0
29330483-29330483_analysis_0	3	0	0	0	0	0	0	0	0	0
29330483-29330483_analysis_10	6	0	0	0	0	0	0	0	0	0
29330483-29330483_analysis_11	0	0	0	0	0	0	0	0	0	0
29330483-29330483_analysis_2	7	0	0	0	0	0	0	0	0	0
29330483-29330483_analysis_3	3	1	0	0	0	0	0	0	0	0
29330483-29330483_analysis_4	6	0	0	0	0	0	0	0	0	0
29330483-29330483_analysis_6	4	0	0	0	0	0	0	0	0	0
29330483-29330483_analysis_7	1	0	0	0	0	1	0	0	0	0
29330483-29330483_analysis_8	2	0	0	0	0	0	0	0	0	0
29330483-29330483_analysis_9	1	0	0	1	0	0	0	0	0	0
29366950-29366950_analysis_0	5	0	2	0	0	0	0	0	0	0
29432769-29432769_analysis_0	0	0	1	0	0	0	0	0	0	0
29432769-29432769_analysis_1	0	1	1	0	0	0	0	0	0	0
29432769-29432769_analysis_3	2	0	0	0	0	0	0	0	0	0
29432769-29432769_analysis_4	1	0	0	0	0	0	0	0	0	0
29432769-29432769_analysis_6	0	0	0	0	0	0	0	0	0	0
29432769-29432769_analysis_9	0	0	0	0	0	0	0	0	0	0
29582502-29582502_analysis_0	7	0	2	0	2	0	0	0	0	0
29582502-29582502_analysis_1	0	0	0	0	0	0	0	0	0	0
29582502-29582502_analysis_2	0	0	0	0	0	0	0	0	0	0
29582502-29582502_analysis_3	0	0	0	0	0	0	0	0	0	0
29582502-29582502_analysis_4	0	0	0	0	0	0	0	0	0	0
29582502-29582502_analysis_5	0	0	0	0	0	0	0	0	0	0
29601981-29601981_analysis_0	0	0	0	0	0	0	0	0	0	0
29601981-29601981_analysis_1	0	0	1	0	0	0	0	0	0	0
29601981-29601981_analysis_2	0	0	0	0	0	0	0	0	0	0
29601981-29601981_analysis_3	1	0	1	0	0	0	0	0	0	0
29601981-29601981_analysis_4	2	0	0	0	0	0	0	0	0	0
29723244-29723244_analysis_0	8	1	2	0	0	0	0	0	0	0
29740753-29740753_analysis_0	9	0	0	0	0	0	0	0	0	0
29740753-29740753_analysis_1	14	0	0	0	0	0	0	0	0	0
29740753-29740753_analysis_2	23	0	0	0	0	0	0	0	0	0
29777673-29777673_analysis_1	0	0	1	0	0	0	0	0	0	0
29777673-29777673_analysis_2	0	0	1	0	0	0	0	0	0	0
29777673-29777673_analysis_4	1	0	0	0	0	0	0	0	0	0
29777673-29777673_analysis_5	4	0	0	0	0	0	0	0	0	0
29777673-29777673_analysis_6	3	1	0	0	0	0	0	0	0	0
29813018-29813018_analysis_0	1	0	1	0	0	0	0	0	0	0
29813018-29813018_analysis_1	0	1	2	0	1	0	0	0	0	0
29813018-29813018_analysis_10	1	0	0	0	0	0	0	0	0	0
29813018-29813018_analysis_11	0	0	0	0	0	0	0	0	0	0
29813018-29813018_analysis_12	0	0	1	0	0	0	0	0	0	0
29813018-29813018_analysis_13	1	0	0	0	0	0	0	0	0	0
29813018-29813018_analysis_14	0	0	0	0	0	0	0	0	0	0
29813018-29813018_analysis_15	0	0	0	0	0	0	0	0	0	0
29813018-29813018_analysis_16	0	0	0	0	0	0	0	0	0	0
29813018-29813018_analysis_17	1	0	0	0	0	0	0	0	0	0
29813018-29813018_analysis_18	0	0	0	0	0	0	0	0	0	0
29813018-29813018_analysis_19	0	0	0	0	0	0	0	0	0	0
29813018-29813018_analysis_2	1	0	1	0	0	0	0	0	0	0
29813018-29813018_analysis_20	0	0	0	0	0	0	0	0	0	0
29813018-29813018_analysis_21	1	0	0	0	0	0	0	0	0	0
29813018-29813018_analysis_22	1	0	0	0	0	0	0	0	0	0
29813018-29813018_analysis_3	3	0	2	0	0	0	0	0	0	0
29813018-29813018_analysis_4	3	0	0	0	0	0	0	0	0	0
29813018-29813018_analysis_5	1	0	0	0	0	0	0	0	0	0
29813018-29813018_analysis_6	0	0	0	0	0	0	0	0	0	0
29813018-29813018_analysis_7	2	0	0	0	0	0	0	0	0	0
29813018-29813018_analysis_8	0	0	0	0	0	0	0	0	0	0
29813018-29813018_analysis_9	0	0	0	0	0	0	0	0	0	0
29890323-29890323_analysis_0	11	0	1	0	0	0	0	0	0	0
29890323-29890323_analysis_1	0	1	0	0	0	0	0	0	0	0
29890323-29890323_analysis_2	6	0	0	0	0	0	0	0	0	0
29890323-29890323_analysis_3	0	0	2	0	0	0	0	0	0	0
29890323-29890323_analysis_4	14	0	1	0	0	0	0	0	0	0
29890323-29890323_analysis_5	3	1	0	0	0	0	0	0	0	0
29915004-29915004_analysis_0	0	0	0	0	0	0	0	0	0	0
29915004-29915004_analysis_1	10	0	0	0	0	0	0	0	0	0
29915004-29915004_analysis_2	7	1	2	0	0	0	0	0	0	0
29915004-29915004_analysis_3	5	0	1	0	0	0	0	0	0	0
29915004-29915004_analysis_4	0	2	0	0	0	0	0	0	0	0
29915004-29915004_analysis_5	7	0	0	0	0	0	0	0	0	0
29915004-29915004_analysis_6	5	0	3	0	0	0	0	0	0	0
29915004-29915004_analysis_7	1	1	0	0	0	0	0	0	0	0
29925465-29925465_analysis_0	3	1	0	0	1	0	0	0	0	0
29925465-29925465_analysis_1	1	0	0	0	0	0	0	0	0	0
29925465-29925465_analysis_10	0	0	0	0	0	0	0	0	0	0
29925465-29925465_analysis_2	4	1	0	0	0	0	0	0	0	0
29925465-29925465_analysis_3	0	0	0	0	0	0	0	0	0	0
29925465-29925465_analysis_4	0	0	0	0	0	0	0	0	0	0
29925465-29925465_analysis_5	3	1	0	0	0	0	0	0	0	0
29925465-29925465_analysis_6	0	0	0	0	1	0	0	0	0	0
29925465-29925465_analysis_7	1	0	0	0	0	0	0	0	0	0
29925465-29925465_analysis_8	1	0	0	0	0	0	0	0	0	0
29925465-29925465_analysis_9	1	0	0	0	0	0	0	0	0	0
29992485-29992485_analysis_0	0	0	0	0	0	0	0	0	0	0
29992485-29992485_analysis_1	11	0	0	0	0	0	0	0	0	0
30056560-30056560_analysis_0	8	2	1	0	0	0	0	0	0	0
30056560-30056560_analysis_1	4	3	0	0	0	0	0	0	0	0
30077577-30077577_analysis_0	2	1	1	0	0	0	0	0	0	0
30225341-30225341_analysis_0	1	1	0	0	0	0	0	0	0	0
30225341-30225341_analysis_3	4	0	0	0	0	0	0	0	0	0
30239972-30239972_analysis_0	4	2	0	0	0	0	0	0	0	0
30239972-30239972_analysis_1	2	0	0	0	0	0	0	0	0	0
30239972-30239972_analysis_2	3	0	0	0	0	0	0	0	0	0
30239972-30239972_analysis_3	2	0	0	0	0	0	0	0	0	0
30239972-30239972_analysis_4	10	0	0	0	0	0	0	0	0	0
30239972-30239972_analysis_5	6	0	1	0	3	0	0	0	0	0
30239972-30239972_analysis_6	0	0	0	0	0	0	0	0	0	0
30239972-30239972_analysis_7	0	0	0	0	0	0	0	0	0	0
30239972-30239972_analysis_8	0	0	0	0	0	0	0	0	0	0
30264337-30264337_analysis_0	5	0	5	0	0	0	0	0	0	0
30264337-30264337_analysis_1	0	0	0	1	0	0	0	0	0	0
30264337-30264337_analysis_2	1	0	0	0	0	0	0	0	0	0
30264337-30264337_analysis_3	1	0	0	0	0	0	0	0	0	0
30264337-30264337_analysis_4	1	0	0	0	0	0	0	0	0	0
30272134-30272134_analysis_0	9	0	0	0	0	0	0	0	0	0
30272134-30272134_analysis_1	1	0	0	0	0	0	0	0	0	0
30272134-30272134_analysis_2	11	0	0	0	1	0	0	0	0	0
30295709-30295709_analysis_0	6	0	2	0	1	0	0	0	0	0
30300745-30300745_analysis_0	2	2	2	0	0	0	0	0	0	0
30300745-30300745_analysis_1	3	0	0	0	0	0	0	0	0	0
30349467-30349467_analysis_0	3	0	0	0	0	0	0	0	0	0
30349467-30349467_analysis_1	2	0	0	0	0	0	1	0	0	0
30349467-30349467_analysis_2	2	0	3	1	0	0	0	0	0	0
30349467-30349467_analysis_3	9	2	0	0	0	0	0	0	0	0
30349467-30349467_analysis_4	0	0	1	0	0	0	0	0	0	0
30349467-30349467_analysis_5	0	0	0	0	0	0	0	0	0	0
30349467-30349467_analysis_6	1	1	1	0	0	0	0	0	0	0
30430680-30430680_analysis_0	2	0	2	0	1	0	0	0	0	0
30430680-30430680_analysis_1	5	0	2	0	0	0	0	0	0	0
30430680-30430680_analysis_10	5	0	1	0	0	0	0	0	0	0
30430680-30430680_analysis_11	5	1	2	0	0	0	0	0	0	0
30430680-30430680_analysis_2	1	1	0	0	0	0	0	0	0	0
30430680-30430680_analysis_3	2	0	0	0	0	0	0	0	0	0
30430680-30430680_analysis_4	1	0	0	0	0	0	0	0	0	0
30430680-30430680_analysis_5	0	1	0	0	0	0	0	0	0	0
30430680-30430680_analysis_6	4	0	0	0	0	0	0	0	0	0
30430680-30430680_analysis_7	3	0	0	0	0	0	0	0	0	0
30430680-30430680_analysis_8	4	0	1	0	0	0	0	0	0	0
30430680-30430680_analysis_9	2	0	0	0	0	0	0	0	0	0
30615116-30615116_analysis_0	5	0	0	0	0	0	0	0	0	0
30615116-30615116_analysis_1	7	1	2	0	0	0	1	0	0	0
30624029-30624029_analysis_0	0	0	0	0	0	0	0	0	0	0
30639342-30639342_analysis_0	14	0	3	0	0	0	0	0	0	0
30639342-30639342_analysis_1	2	0	0	0	0	0	0	0	0	0
30639342-30639342_analysis_2	3	3	9	0	0	0	0	0	0	0
30639342-30639342_analysis_3	8	0	1	0	0	0	0	0	0	0
30639342-30639342_analysis_4	0	0	0	0	0	0	0	0	0	0
30649548-30649548_analysis_0	1	1	5	0	0	0	0	0	0	0
30649548-30649548_analysis_1	3	0	6	0	0	0	0	0	0	0
30649548-30649548_analysis_2	9	0	0	0	0	0	0	0	0	0
30649548-30649548_analysis_3	3	0	1	0	0	0	0	0	0	0
30649548-30649548_analysis_4	1	0	0	0	0	0	0	0	0	0
30649548-30649548_analysis_5	7	0	3	0	0	0	0	0	0	0
30656602-30656602_analysis_0	0	0	0	0	0	0	0	0	0	0
30656602-30656602_analysis_1	3	0	0	0	0	0	0	0	0	0
30656602-30656602_analysis_2	1	0	0	0	0	0	0	0	0	0
30656602-30656602_analysis_3	0	1	0	0	0	0	0	0	0	0
30656602-30656602_analysis_4	3	0	1	0	0	0	0	0	0	0
30656602-30656602_analysis_5	1	0	0	0	0	0	0	0	0	0
30656602-30656602_analysis_7	1	0	0	0	0	0	0	0	0	0
30806571-30806571_analysis_0	5	1	1	0	0	0	0	0	0	0
30806571-30806571_analysis_1	7	1	0	0	0	0	0	0	0	0
30806571-30806571_analysis_2	8	1	0	0	0	0	0	0	0	0
30806571-30806571_analysis_3	7	1	0	0	0	0	0	0	0	0
30806571-30806571_analysis_4	3	0	0	0	0	0	0	0	0	0
30806571-30806571_analysis_5	3	0	0	0	0	0	0	0	0	0
30806571-30806571_analysis_6	0	0	0	0	0	0	0	0	0	0
30806571-30806571_analysis_7	0	0	0	0	0	0	0	0	0	0
30834300-30834300_analysis_0	1	0	2	0	0	0	0	0	0	0
30834300-30834300_analysis_1	2	0	0	0	0	0	0	0	0	0
30834300-30834300_analysis_2	1	0	0	0	0	0	0	0	0	0
30904774-30904774_analysis_0	4	1	1	0	0	0	0	0	0	0
30904774-30904774_analysis_1	1	0	0	0	0	0	0	0	0	0
30949039-30949039_analysis_0	3	0	0	0	0	0	0	0	0	0
30949039-30949039_analysis_1	1	0	0	0	0	0	0	0	0	0
30949039-30949039_analysis_2	0	0	0	0	0	0	0	0	0	0
30949039-30949039_analysis_3	0	0	1	0	0	0	0	0	0	0
30949039-30949039_analysis_4	2	0	0	0	0	0	0	0	0	0
31056647-31056647_analysis_0	1	0	0	0	0	0	0	0	0	0
31056647-31056647_analysis_1	1	0	0	0	0	0	0	0	0	0
31056647-31056647_analysis_2	0	0	1	0	0	0	0	0	0	0
31090126-31090126_analysis_0	27	1	2	0	0	0	0	0	0	0
31090126-31090126_analysis_4	4	0	0	0	0	0	0	0	0	0
31142792-31142792_analysis_0	2	0	0	0	0	0	0	0	0	0
31142792-31142792_analysis_1	0	0	1	0	0	0	0	0	0	0
31269199-31269199_analysis_0	2	0	0	0	0	0	0	0	0	0
31491524-31491524_analysis_0	3	0	0	0	0	0	0	0	0	0
31491524-31491524_analysis_1	5	0	0	0	0	0	0	0	0	0
31491524-31491524_analysis_10	2	0	0	0	0	0	0	0	0	0
31491524-31491524_analysis_11	1	0	0	0	0	0	0	0	0	0
31491524-31491524_analysis_12	1	0	0	0	0	0	0	0	0	0
31491524-31491524_analysis_13	2	0	0	0	0	0	0	0	0	0
31491524-31491524_analysis_14	1	0	0	0	0	0	0	0	0	0
31491524-31491524_analysis_15	1	0	0	0	0	0	0	0	0	0
31491524-31491524_analysis_2	1	0	0	0	0	0	0	0	0	0
31491524-31491524_analysis_3	1	0	0	0	0	0	0	0	0	0
31491524-31491524_analysis_4	2	0	0	0	0	0	0	0	0	0
31491524-31491524_analysis_5	2	0	0	0	0	0	0	0	0	0
31491524-31491524_analysis_6	2	0	0	0	0	0	0	0	0	0
31491524-31491524_analysis_7	0	0	0	0	0	0	0	0	0	0
31491524-31491524_analysis_8	1	0	0	0	0	0	0	0	0	0
31491524-31491524_analysis_9	1	0	0	0	0	0	0	0	0	0
31598216-31598216_analysis_0	4	0	1	0	1	0	0	0	0	0
31598216-31598216_analysis_1	1	0	0	0	0	0	0	0	0	0
31598216-31598216_analysis_2	2	0	0	0	0	0	0	0	0	0
31598216-31598216_analysis_3	4	1	0	0	0	0	0	0	0	0
31598216-31598216_analysis_4	0	0	1	0	0	0	0	0	0	0
31598216-31598216_analysis_5	4	1	0	0	0	0	0	0	0	0
31598216-31598216_analysis_6	0	0	1	0	0	0	0	0	0	0
31680152-31680152_analysis_0	3	0	0	0	0	0	0	0	0	0
31680152-31680152_analysis_1	4	0	0	0	0	0	0	0	0	0
31680152-31680152_analysis_2	0	0	3	0	0	0	0	0	0	0
31680152-31680152_analysis_3	0	0	0	0	0	0	0	0	0	0
31680152-31680152_analysis_4	2	0	0	0	0	0	0	0	0	0
31747689-31747689_analysis_0	0	0	0	0	0	0	0	0	0	0
31747689-31747689_analysis_1	2	0	0	0	0	0	0	0	0	0
31747689-31747689_analysis_2	2	0	0	0	0	0	0	0	0	0
31855701-31855701_analysis_3	2	0	0	0	0	0	0	0	0	0
31855701-31855701_analysis_4	0	0	0	0	0	0	0	0	0	0
31957464-31957464_analysis_0	0	0	1	0	0	0	0	0	0	0
31957464-31957464_analysis_1	5	0	0	0	1	0	0	0	0	0
31957464-31957464_analysis_2	0	1	0	0	0	0	0	0	0	0
31957464-31957464_analysis_3	0	0	0	0	0	0	0	0	0	0
31957464-31957464_analysis_4	0	0	0	0	0	0	0	0	0	0
